,review_rate,review_body
1035,40,e um bar que alem da musica ao vivo e otimo para encontro de amigos e bate papo durante a noite alem de bem movimentado as pessoas ficam na parte interna e nas calçadas tambem.
1036,50,"Clima agradável e localização excelente. As mesas com chopeira são geniais. Comida boa e muita animação.Conhecemos o próprio Zé e fomos atendidos pelo Johny, que nos tratou como família! "
1037,50,"Local excelente para sair com amigos , chopp gelado , ambiente bonito vale apena a visita , atendimento bom e preços justos."
1038,40,"Ambiente gostoso, com mesas na calçada, música ao vivo, porções variadas, um lugar ótimo para happy hour com amigos."
1039,40,Excelente opção para chopp com os amigos a qualquer momento. Diversos pratos e todos de qualidade. Vale a pena conferir. 
1040,50,"sou de quedas do iguaçu fomos a cascavel em um show de musica sertaneja com a dupla ZEZE DI CAMARGO E LUCIANO , então fomos jantar neste bar que bem proximo do local do evento, o cowboy eu não conhecia o bar a comida que pedimod bolinho de bacalhau era uma delicia"
1041,50,"Ideal para um happy hour, lugar muito animado, música boa e atendimento muito bom!!! Os drinks são ótimos!!! "
1042,30,"Fomos em uma sexta a noite e após as 21:30 ficou bem cheio, chopp não completamente gelado, mas a uma boa temperatura. Musica ao vivo."
1043,40,"Ambiente aconchegante, com decoração com certo ar vintage. Pedimos batatas fritas e peixe, as batatas vieram bem sequinhas e crocantes. Pretendo voltar outras vezes."
1044,40,"Lugar divertido para ir com amigos, musica ao vivo, sábados lotado e com preços acessíveis. Muito bom"
1045,30,"Excelente bar, com diversas opções de cervejas e petiscos. Sempre enche lá pelas 22h. Bastante movimentado. Torre de Chopp"
1046,50,"Lugar aconchegante, mesas internas e externas e atendimento muito bom. Variadas opções de cervejas, chops e drinks para beber, além de diferentes porções e tipos de X para saborear enquanto a noite se vai. O ambiente geralmente tem músicas ao vivo no fim de semana, o que traz muitas pessoas até bar. Por isso recomendo que se vá entre 9:00 para garantir a mesa nestes dias. Fora isso, eu recomendo!"
1047,50,Lugar legal para ir com os amigos. Música ao vivo. Chopp da casa. Vale a pena reservar a mesa com Barril de Chopp se forem em mais de 5 pessoa que gostam de beber :)
1048,40,"Ambiente agradável e com som ao vivo em algumas noites. O que mais me chamou a atenção foi o barril que eles tem anexado à mesa, um sistema simples para manter o chopp resfriado e prático para se servir na própria mesa q se está sentado."
1049,50,Ótimo lugar. Atendimento de primeira com ótimas porções. Preço eh um pouco carinho dependo do que pedir. 
1050,30,"Bar tradicional da região, bem frequentado e muito agradavel. o preço nõa é lá essas coisas, e a comida me parecia um pouco fria."
1051,50,"O lugar é bem grande com ambientes interno e externo, o cardápio com variedades de comidas e bebidas, e todos de qualidade, o atendimento muito bom."
1052,30,"Fomos em casais, o chopp é leve e barato. Música ao vivo agradável, ambiente bom para conversar pois a música não estava alta."
1053,50,"ambiente tipico faroeste, climatizado, aconchegante, atendimento excelente, comida bem gostosa, musica boa, valores acessíveis, bom demais, fácil localização "
1054,50,Ambiente super agradável. Porções gostosas e chopp tbm. Ficamos na mesa ja com as torneiras de chopp que eram muito práticas. Atendimento ótimo.
1055,30,"O chop estava quente, pedimos para trocar a torre três vezes e por fim acabamos pegando um balde de cerveja que também estava quente. Não gostei! A música ao vivo não era lá grandes coisas..."
1056,50,"O local é realmente propício para um bom bate papo, e para quem gosta de cervejas, já que o local proporciona uma grande variedade de marcas. Particularmente falando, o som ao vivo é alto demais (inicia a partir das 22hrs). Afinal, num bar vai quem quer ""tomar"" e conversar, o que não é possível com o som alto.Os alimentos são bem preparados, as porções deliciosas (em especial de filé mignon). O Atendimento é bom, o local é muito bonito."
1057,50,"Local informal para chopp final de tarde, musica ao vivo, com chopp bemmmmm gelado, e as porcoes sao muito boas, recomendo, atendimento de garcons muito bom."
1058,40,"Um novo local para Cascavel, um ambiente muito agradável, com bom atendimento e comidinhas bem saborosas, ótimo para tomar uma cerveja com amigos durante a semana."
1059,40,Bar Skol é para aqueles que gostam de tomar um cerveja com os amigos ou familiares. Cerveja gelada e preço bacana!
1060,30,"Esse lugar com certeza merece ser adicionado na rota das lanchonetes da dessa pequena cidade, lugar bom."
1061,50,"Adorei o X Bacon. Grande, saboroso e bem recheado com muito bacon mesmo .Muito bom. Vale a pena conferir."
1062,30,"Lanche muito bom mesmo, mas demorado o atendimento, inclusive depois de feito o pedido. Neste quesito pode melhorar."
1063,40,"Hot dog na medida certa. Frango temperado, maionese gostosa e o destaque fica para o 3x1 ( salsichá, frango e hambúrguer). Grande variedade de lanches e pratos. Preço justo."
1064,50,"Fui pela primeira vez, eu amei a rapidez do atendimento, foi o primeiro lugar que nos atendeu tão rápido. Os lanches são ótimos e o preço super acessível. Voltarei mais vezes"
1065,40,"Comida simples, porém gostosa.Também servem.lanches.Local informal, bastante frequentado por estudantes e trabalhadores da região."
1066,40,"Gosto muito dos lanches, a unica coisa que deveria melhorar é, menos gordura no bacon e na picanha. Fora isso muito bom."
1067,40,"Gosto bastante, o problema é que está sempre cheio (problema pra mim,.... rsrsrs). Mas os lanches são saborosos e também comi panqueca e amei. O atendimento é legal e os pratos não demoram a sair. Vale a pena."
1068,50,Uma ótima opção para jantar. Fizemos um jantar em família e preferimos experimentar alguns dos ótimos pratos e só temos elogios.
1069,50,"Ótima localização e de fácil acesso. Ambiente amplo e arejado. Opções para todos os gostos: lanches leves, panquecas, pratos feitos, combos, sucos naturais.O atendimento é rápido e cordial. O tempo de espera é mínimo. O prato vem muito bem servido e é satisfação garantida.Recomendo!"
1070,30,"Tem um cardápio bem variado, o que facilita na escolha quando tem muita gente.Os preços são bem acessíveis. Experimentei uma panqueca e a quantidade era excelente e o sabor era bom, e ainda serviram com uma saladinha (que não gostei).Wi-fi disponível. Precisamos aguardar pois estávamos em grande número de pessoas, mas não demorou muito."
1071,40,"Por menos de R$ 10, comi um dog burguer muito saboroso, servido rapidamente e ambiente agradável. Custo benefício ótimo!"
1072,40,Lanche bom e barato! Atendimento rápido e com qualidade. Ótima escolha de ir após festas ou jantar com os amigos!
1073,40,"Só comi esse prato mas parece tudo muito bom, lugar agradável e atendimento bom, preço normal e tem várias combinações de PF."
1074,50,"local agradável, ótimo atendimento, tudo deliciosobem localizado, super indico, a melhor salada q ja comi"
1075,40,"Os lanches são muito gostosos, e os valores são bem atrativos. Cada dia da semana tem um lanche em promoção! Aceita cartões alimentação!"
1076,30,"Local bom para um almoço bom e rápido. Minha pedida foi um prato que eles chamam de churrasco. Bom custo-beneficio e saboroso. No entanto os banheiros nao estavam funcionando, segundo um funcionário local por falta de abastecimento de agua no bairro. Enfim, pode ter sido um azar do cliente. "
1077,50,"Ambiente aconchegante, ótimo p/famílias com crianças, tem pratos executivos (preço bom) e lanches variados e saborosos (com excelente preço), no domingo a noite é preciso pegar senha e aguardar um pouco para conseguir vaga. Vale a pena conferir"
1078,50,"Local super simples e aconchegante. Pedimos o ancho e uma tábua de legumes...a carne estava sensacional, macia, ponto perfeito. Tem chopp Pilsen artesanal... Valor justo para o que e servido... Gostei bastante e voltarei provar os outros cortes."
1079,50,"Na frente está montada a parrilla e você consegue ver o preparo das carnes. Ótimo tempero, bebida gelada e ambiente agradável, sem falar da música, rock na medida certa!"
1080,50,"Local descolado, com boa carne bem feita e a preço justo. Acompanhamentos bem servidos e saborosos. Mesas compartilhadas e rock nas caixas de som. Vale a pena conhecer!!!"
1081,50,"Excelente seleção de carnes, os acompanhamentos também são muito bons, tudo servido em tábuas, bem descontraído. Ambiente aconchegante, pelo tamanho sugiro reservar para mais de 4 pessoas. Não deixe de provar a gin tônica."
1082,30,"o local é um mercado , possuindo uma lanchonete/padaria, possui bons aperitivos, no entanto o espaço arquitetônico é um pouco precário."
1083,40,"Um lugar simples mas bem agradável para happy hour, um chopp artesanal muito bom e bons petiscos. Ótimo atedimento."
1084,40,"Ambiente descontraído, bom atendimento e chopp muito bem preparado. Lugar para happy hour muito bem localizado!"
1085,50,"Espetinhos variados , porção de torresmo muito gostosa , ambiente agradável , choop trincando , muito bom para um bate papo com os amigos"
1086,40,"Local bom para encontrar os amigos, bom atendimento, espetinho de qualidade e bem na área central da cidade!"
1087,50,"Local bem arejado, atendimento rápido, comida(espetinho) de boa qualidade, para se divertir e curtir os amigos, musica boa, o estacionamento é que é meio difícil, preço bom."
1088,50,Ótimo atendimento...música boa...chopp gelado e comida de qualidade !! Preço justo!! Gostei e volto com certeza
1089,50,"Espetinho de qualidade, ambiente agradavel e a caipirinha é uma delicia!!! Ótimo lugar para ir em família..."
1090,30,Bom bar em campo mourão ! Há opção de dois tipos de chopp e outros drinks. A comida é basicamente espetinhos e porções sempre bem servidos!
1091,50,Um bom bar movimentado na cidade de campo mourão . Oferecem um bom chope sempre gelado e com bom preço.recomendo.
1092,50,Ótimo atendimento! Ambiente sempre cheio e descontraído! Adoro os espetinhos de lá!! O preço é justo! Enfim... recomendo!
1093,50,"Ótimo lugar para fazer um 'happy hour', espetinhos feitos na hora, preço bom, sempre tem musica ao vivo de qualidade"
1094,30,Atendimento fraco! Bom chopp artesanal de Maringá. Espetos regulares. Sempre lotado! O imperdível é o torresmo!
1095,50,"Lugar agradável, chopp gelado e espetinhos super gostosos. Não deixe de comer a batata especial, é maravilhosa!"
1096,50,"Lugar recém inaugurado, servem espetinhos com vinagrete, farofa e creme de alho! Também tem várias porções disponíveis. O lugar é bastante agradável para uma happy hour, ou até uma refeição rápida de espetinhos, que tem várias opções! Limpo, gostoso, bem frequentado. Vale a pena a visita!"
1097,50,"A melhor feijoada de PG, servida aos sábados, musica ao vivo, atendimento impecável. A noite o local é um excelente ponto de encontro para a família, amigos."
1098,30,"Gostei do ambiente, atendimento. Fomos para almoçar, cerveja gelada, pasteis matavilhosos. Mas a feijoada estava aguada, com pouquíssima carne e muito mais linguiça. Volto para experimentar os aperitos da casa. O estacionamento a que o bar dá acesso fica a 150 metros e o que tem ao lado é pago."
1099,50,"Lugar agradabilíssimo. Música ao vivo de qualidade, bebidas muito boas. Porções bem servidas, ótimo atendimento. Recomendo a porção de polenta e o mignon ao molho madeira, divino. "
1100,30,Muito bem decorado no estilo boteco. Metade do cardapio em falta e um pastelzinho de dar dó do cliente. Preco justo pelo comida sem sabor.
1101,40,Aconchegante Agradável .ZzzRecomendo Bom atendimento Música boa Varas opções no cardápio.Ambiente familiar 
1102,40,"Sempre boa música, excelentes apresentações com melhores músicos da região, só isso já justifica a ida ao bar.Feijoda tradicional nos sábados, sempre muito bom com preço justo.Atendimento sempre um diferencial também, atenciosos; hoje com frio tinha caldinho de feijão de cortesia, estava muito bom.Sempre musica de qualidade, chopp gelado e boa comida."
1103,50,"O Botequim é um barzinho já tradicional, fecha suas portas apenas aos domingos, nos demais dias está aberto desde o fim de tarde para um happy hour até o horário que o pessoal aguentar."
1104,40,"Local para um happy hour com amigos ou familia, muito bom para jantar descontrair o, o rodízio de comidas de boteco é excelente, chopp e cervejas sempre geladas, recomendo provar a cerveja Adriatica puro malte disponibilizada apenas na região. "
1105,20,"Tudo para ser Top, mas decepcionou...Numa terça feira...não tinha caldinho...não tinha salsichas um ingrediente em mais de um dos pratos do cardápio...Demora no atendimento, entre um chopp e chegar o outro, dava vontade de ir embora.Garçons confusos, demora em servir os pratos... e a casa nem estava repleta!!!Que pena!"
1106,50,"Melhor lugar, bem localizado,quando está a procura de boa cerveja, boa comida e um ótimo atendimento. Melhor feijoada que provamos nos Campos Gerais. O Botequim possui a melhor seleção de cervejas entre elas Adriática, Serra Malte e Original. Garçons atenciosos e sempre dispostos (obrigada pelos impressos os que servem como jogo americano, vou fazer um quadro ), lugar estilo boteco das antigas, peças antigas que decoram o lugar nos remete para o passado. Muito bom recomendo o almoço nos sábados que é buffet de feijoada. Bom atendimento via telefone também, obrigada Andréia que esmerosa me contou que as cinco da manhã já está na labuta com a feijoada. Haaa o melhor é assistir a copa com Messi e CR7 dando tchau nos telões do Botequim.Melhor custo benefício."
1107,40,"Lugar ótimo para um fim de tarde com bom chope e à noite para se reunir e curtir com bons aperitivos e bebida no ponto. Ambiente vintage com aspectos muito originias de época de ouro da cidade, infelizmente perdida. Vale a visita para conhecer e voltar para curtir."
1108,40,"Decoração buteco anos do café + futebol.Terças e quintas tem rodízio de petisco. Parece bem comum em Ponta Grossa.O bar tem patrocínio da Ambev. Cerveja Original e refrigerante da marca.Carne de onça é o prato principal deles (quibe cru com cebolinha). A Feijoada aos sábados também é “a pedida”. No petisco é servido o caldo da feijoada numa xícara de café - bem gostoso.Nem tudo são flores lá. Falta variedade no rodízio. Sempre oferecem as mesmas coisas...Musica ao vivo com possibilidade de pedir a música.Local ideal para Happy Hour e assistir futebol! No menu, fotos do fantasma de Ponta Grossa - o Operário Campeão Paranaense de 2015!$$ médio."
1109,40,"Lugar simples ,bem boteco mesmo, varios tipos de porçoes e um chopp black excelente com musica ao vivo,no meio da galera."
1110,30,"Cardápio bem simples, com poucas opções para vegetarianos, por exemplo.Tábua de frios deixou bastante a desejar e a carta de vinhos (considerando que estamos em uma cidade 'fria') também não tem opções além do Cabernet de três marcas.Atendimento também foi bem ruim.Me parece um lugar muito bom aos sábados, mas durante a semana acredito que possam melhorar mais."
1111,50,"Boteco tradicional e bem frequentado. A noite do local já é consagrada, sempre lotado, com musica ao vivo e transmissão de futebol em dias de clássico. Ótimos petiscos e chopp Brahma . Mas dou um destaque a feijoada de sábado. Bem preparada e deliciosa, musica ao vivo e chopp gelado! Não tem jeito melhor de iniciar o fim de semana!!!!"
1112,40,"O bar é super charmoso, atendimento simpático, comida boa e porções grandes. Entre terça e quinta tem opção de rodízio de petiscos a partir das 19.45 eu acho.Tem uma área externa também. Ótima opção para jantar ou só beber e petiscar. "
1113,50,"Aos sábados deliciosa feijoada, com ingredientes separados, sabor delicioso, sobremesa inclusa e deliciosas, ambiente com musica ao vivo! "
1114,40,O botequim é um bar muito bacana onde surgiu a cerveja original.Serve vários tipos de petiscos e pratos e claro uma cerveja na temperatura ideal.Serve gratuitamente caldinho de feijão como petisco.O local é bonito é bem frequentado e com preço razoável.No dia que fomos tinha música ao vivo de excelente qualidade.Vale a pena conhecer.
1115,50,"Bom local para saborear porções acompanhada de chopps ou cerveja e com música ao vivo.Bom atendimento, frequentado por casais ,familias e grupo de jovens."
1116,50,"O bar tem um ambiente acolhedor e muito simpático! Recomendo a carne de onça e o kibe frito, que tem um tempero muito gostoso!"
1117,50,"Gosto de tudo no Botequim, a comida, a cerveja ou chopp sempre muito gelado, o atendimento, o ambiente que é aconchegante, mas é preciso chegar cedo porque é bem frequentado e concorrido! E é claro, a música ao vivo sempre de primeira qualidade! Recomendo!"
1118,50,Ótima opção para tomar uma cervejinha na segunda feira. Excelente chopp e na ocasião escolhemos bolinhos de bacalhau que estava ótimo. Boa localização.
1119,50,"Ambiente aconchegante, belos petiscos, cerveja bem gelada, garçons bem treinados, boa musica ao vivo, recomendo."
1120,50,"Lugar muito gostoso de ir, ótimos petiscos e feijoada maravilhosa. É o lugar perfeito pra quem gosta de cerveja e futebol."
1121,50,"Este local tem dois momentos distintos. No período noturno sempre apresenta atrações musicais da cidade, tendo uma variedade legal de aperitivos. Aos sábados, já dentro de um ambiente totalmente familiar, oferece saborosa feijoada. O ambiente é rústico, com adornos mais antigos. Recomendo."
1122,50,"Lugar agradável, música vivo excelente, comida saborosa (típica de boteco) cerveja e chopp gelados, bom atendimento. Preço compatível com o ambiente. É possível reservar mesa. Costuma ficar bem cheio. Muito bem localizado. Próximo ao hotel Planalto. Oferecem serviço de motorista (levam o seu carro até sua casa), caso beba."
1123,30,"Fomos em casal. Pedimos uma porção de combinado de salsichas e dois chopes de 500mL. Gastamos R$52. O chope estava na temperatura ideal. A porção demorou um pouco para chegar e, apesar de boa, só havia dois tipos de salsichas. Ambiente agradável. Bom atendimento. Na média, é um bar normal."
1124,40,"O bar típico, cheio de histórias, comidas típicas local e chopp geladinho. Além do ótimo atendimento!! Vale a pena "
1125,50,Uma ótima opção para happy hour! Chopp gelado e bom atendimento. A Feijoada do sábado também super recomendada. 
1126,30,O local é agradável. Mas os pedidos demoram para ser entregues e estavam extremamente gordurosos. Esperamos mais de uma hora para receber alguns pedidos.
1127,50,"Melhor botequim da cidade Ponta Grossa, no Paraná, local agradável, bom para um Happy Hour, bebida geladíssima, pratos muito saborosos. Vale a pena conhecer."
1128,30,"Só é bom se sua companhia for boa. Os petiscos são tão bons como todos os outros bares e restaurantes medíocres da cidade. A MÚSICA È NOJENTA! É lugar pra ""quarentão saúde"" e ""divorciada procura"".Sério, a não ser que você vá com uma turma muito boa de amigos, logo logo você vê as garrinhas do local. É mais um lugar que poderia ser bom, mas não é."
1129,40,"Lugar muito bom comida diversificado de boteco mas muito caprichada, música ao vivo várias tvs para assistir aos jogos, atendimento excelente e se serve como dica diminuir um pouco o som pois quase não se consegue conversar dependendo do lugar da mesa, mas de resto é excelente recomendo "
1130,40,"Muito legal para happy our e para assistir futebol. Os torcedores se reúnem em dias de jogos para assistir e torcer. Sei que às quartas-feiras também tem música ao vivo. Frequentadores bastante animados. No dia em que estive lá pedi um sanduíche que era o prato do dia, e foi excelente."
1131,40,Bar com uma linda arquitetura da fachada... E um ambiente interno mto legal... nos remete à década de 30. Ótima música ao vivo... com MPB.. Rock! Bom atendimento com pessoal muito simpático. Várias opções de bebidas... E pratos... Minha única reclamação foi a porção de picanha... Veio totalmente fora do ponto... Queimado mesmo... E uma carne um pouco dura...Sem qualidade! Acredito que dei azar...Já pedi outras porções em outras vezes que fui ao bar e gostei... no mais é uma excelente opção em PG... Preço um pouquinho salgado... Mas vale a pena conhecer...
1132,30,bom ambiente agradável bom atendimento porém mesmo com a casa se movimento os pratos demoRAM muito........... 
1133,50,"Grande variedade de porções, muito bem preparadas e com bom tamanho. Chopp bem gelado para acompanhar e atendimento primoroso que faz a gente se sentir entre amigos."
1134,50,"Ótimo ambiente, decoração interessante, remete aos bares antigos. Chopp e cerveja gelados, atendimento rápido, comida a preço justo, porções razoáveis para duas pessoas."
1135,40,"O lugar é bem bacana, com ótima decoração. Bom atendimento e clima em geral.As porções são apenas justas assim como o preço"
1136,50,"Das várias vezes que fui ao Botequim, de destacar o ambiente acolhedor e ao mesmo tempo de festa com musica ao vivo. A comida é espectacular."
1137,40,"Para quem gosta de curtir com Amigos ou mesmo com a família é uma boa pedida, com musica ao vivo, Wi-Fi, com variados petiscos, chopp, cerveja, refri, tudo de bem.Sem contar com a tradicional feijoada.Recomendo"
1138,30,"Fui com minha esposa e dois primos dela, que moram em Ponta Grossa. Ambiente muito barulhento, saímos com as roupas cheirando fritura e porções de batatinha frita e bolinho de bacalhau demoraram uma eternidade para chegar. Valeu a visita por conhecer a caipirinha de vinho. Atendimento também foi ok."
1139,10,"Os garçons vivem no mundo da lua, não trazem chopp, não olham os clientes chamando e a porção de ""picanha"" é o mais enganoso coxão mole. Eles acham que porque o ambiente é escuro e os clientes estão bebendo não vão perceber a ENGANAÇÃO!!!Além dá má qualidade o preço é alto.Pra não falar só mal a música ao vivo era de qualidade."
1140,40,Ótimo lugar para comer petiscos de todos os tipos e muito bom para aqueles que gostam de lugares agradáveis.
1141,40,"Gosto muito de ir ao botequim original quando estou em Ponta Grossa, gosto de sua decoração com antiguidades, camisas de futebol, do mobiliário e como tenho pra mim que gastronomia deve vir sempre acompanhado de diversão, sempre me senti muito bem neste botequim. Os garçons são prestativos e rápidos, tem boa variedade de cervejas e e ótima variedade de petisco e porções. "
1142,50,"é a melhor feijoada da cidade . ambiente decorado muito interessante , no sabado servem a melhor feijoada da cidade mas chegue cedo para garantir mesa ."
1143,40,"É uma ótima opção para tomar uma cerveja ou chope e comer petiscos, que são deliciosos! Acho a bebida cara no bar "
1144,50,"Ambiente bacana, bastante frequentado pela população local. Música ao vivo de ótima qualidade no dia que fui. "
1145,50,Ótimo ambiente com excelente decoração. Muito bom para ir com a família ou com amigos. Excelente pedida é a cerveja puro malte da cidade. Recomendo a todos.
1146,50,boteco em prédio antigo bem conservadodecoração muito legalboas cervejas e principalmente no dia que fui uma ótima musica - diversos tipos tocadas pelo joãzinho trio.nada de musica sertaneja tradicional em botecos e pubshow.
1147,40,"Ambiente de boteco, não muito grande.Chopp e cerveja gelada e petiscos honestos. O rodízio é uma boa opção.Em algumas ocasiões, estava com alguns itens do cardápio indisponíveis."
1148,50,Bar com decoração Art Decor.Ambiente familiar.Ótimo para happy hour/experimente o rodizio de petiscos. 
1149,50,"Boteco com toda cara, jeito e gosto de um bom boteco! Toda a história da cerveja original ali e o esmero em se manter fiel a tradição! O bolinho de maçaneta com carne seca é um dos melhores que já comi..."
1150,40,"Comida gostosa, a um preço mediano.Boa música.No dia que fomos parecia que estava com falta de garçons, mas o atendimento não foi ruim."
1151,40,"Localizado na zona central, Botequim mantem a decoração antiga. Terças e quintas serve um rodizio de petiscos muito bom. Som ao vivo variado. Chegue cedo porque costuma lotar depois das 21 horas nas terças, quintas e sextas. Bom local para descontrair."
1152,30,"Muito bom estabelecimento. Mas hoje o preço é um pouco alto. O atendimento não é tão bom para valer o preço cobrado. Sem dúvidas os couvert são muito bons, o ambiente em si é bom "
1153,40,"Gostei do lugar, porém, achei que o atendimento demora pelo fluxo muito grande de pessoas e o lugar é pequeno "
1154,50,"Bar com jeito de ""boteco carioca"" . Decoração muito bacana remetendo aos antigos butiquins cariocas . Pratos e porções muito bons e bem servidas . Chopp bem tirado e a oportunidade de experimentar a Adriatica , cerveja local ."
1155,50,"Local para encontro com os amigos, tomar um chop e comer alguns petiscos, sem contar com um show de artistas locais. vale a pena!"
1156,30,"É um bom lugar para se beber uma cerveja, o rodízio de porções não tem tanta coisa, mas vale o preço cobrado.Porem acabei passando um dia na semana e aproveitei para pedir um beirute, alem de ter demorado uma eternidade, o lanche não estava legal... "
1157,50,"Feijoada muito boa aos sábados, música ao vivo de ótima qualidade. lugar super charmoso com um atendimento impecável."
1158,50,"Bar muito bacana . Decoração de época , top . Porções boas e cerveja gelada . Atendimento também agrada . Preços compatíveis "
1159,40,"otimo local para ir com amigos, o rodizio de petiscos é uma delicia o ambiente é bem legal e tem um bom atendimento"
1160,50,"Lugar agradável e bem frequentado no centro de Ponta Grossa, ótimo chopp e nas quintas feiras tem o imperdível rodizio de petiscos, vale a pena."
1161,30,"O local é agradável, com bom atendimento mas no caso do rodízio de petiscos deixa um pouco a desejar, além da variedade (limitada) de petiscos oferecida. Mas com pontos positivos cervejas e chopp sempre gelados boa localização e com preços justos pelo que propõe. Deve-se ficar atento as comandas que usam para marcar o consumo, ela (comanda) possui as marcações pequenas e os garços podem marcar vários consumos em uma única marca e as moças que ficam no caixa ignoraram quando isso acontece e orientam que isso deveria ser reclamado e corrigido no momento da marcação (me desculpem, mas não frequento bares/restaurantes para fiscalizar as marcações equívocas dos funcionários)."
1162,40,"Típico boteco, com cara, jeito e comida de boteco. Bar temático, sempre passa os jogos da rodada de todos os campeonatos. Tem música ao vivo também."
1163,10,"Fomos conhecer o rodízio de petiscos oferecido neste lugar, mas foi uma decepção. Não há variedade, estava mais para um coquetel, pois só vinha pastel ( de massa pronta), bolinha de queijo, quibe.. Nada de petiscos gostosos. E além disso demorava muito pra vir, chegou uma hora que cansamos de tanto esperar e fomos embora,sem comer praticamente nada. Com certeza Não Recomendo!!!!!"
1164,20,O Ambiente até que é agradável. Fomos pela recomendação do rodízio de petiscos. Arrependimento total. Demora em média 20 minutos para os garçons passarem com algum petisco e quando vem alguma coisa não é nada de saboroso e tal. Não recomendo e não volto.
1165,50,"Para quem gosta de um ambiente simples e com bebidas e pratos deliciosos, não pode deixar de passar no Botequim para um fim de tarde com amigos e família."
1166,50,Gente bonita chopp gelado uma das principais atividades noturnas dos ponta grossenses muito bom o lugar garçons sempre dispostos a te atender muito bem
1167,40,"Muito interessante. Situado no centro da cidade, decoração e prédio antigos. Muito bem frequentado. Tem um rodizio de petiscos em alguns dias da semana por R$ 26,90 que é uma delicia. Chopp muito bem tirado. Recomendo.,"
1168,30,"O ambiente do bar é legal, os funcionários são simpáticos,música boa. Fui uma vez no rodízio de petiscos (ontem, março/2016) o que posso dizer é que havia apenas um garçom para atender todos que participavam do rodízio, assim o intervalo entre um prato e outro foi grande, o rodízio apresenta muitos pratos fritos (pastéis, mandioca, polenta, frango a passarinho, filé de tilápia..) além de escondidinho de carne seca e carne de onça. Achei que todos os petiscos estavam muito salgados."
1169,40,"Melhor boteco de Ponta Grossa. As terças e quintas rola rodízio de petiscos, músico ao vivo é uma cerveja muito gelada! Toda vez que estou em PG tenho que ir :)"
1170,30,É um bar frequentado pelo um público mais velho. A cerveja sempre bem gelada. Gosto da feijoada que é servida no sábado. Na minha opinião é a melhor da cidade. 
1171,50,"Cerveja bastante gelada, como deve ser. A música de excelente qualidade com repertório variado para os fãs da mpb."
1172,40,Lugar bem decorado tem feijoada dos sabados bem requentado garçons atenciosos preço bom.........muita opção de comitê que foi estilo dele serveci
1173,40,"Boteco com ambiente muito agradável para ir com os amigos tomar uma após o trabalho,indico e recomendo "
1174,30,"Seguranças da entrada com pouca caras de amigo, ponto negativo.Alimentação não é um destaque do bar.Atendimento poderia ser melhor nas mesas.O destaque é a excelente música, vale a pena conferir. "
1175,50,"Local maravilhoso, vou sempre com os amigos para happy hour. Decoração especial, música ao vivo estilo certo para uma boa diversão. A cozinha é fantástica."
1176,40,"Comida muito boa, cerveja bem gelada e musica muito agradável!Só não gostamos do fato da conta não vir com os produtos especificados, acho que devia ser uma prática do restaurante! Mas de resto, tudo muito bom!"
1177,20,Lugar bacana mas tem pouco espaço para tanta mesa...Ultimas vezes que eu fui eles não tinham pão para o sanduiche que eu havia pedido e na vez anterior o frango estava em falta. Falta planejamento a esse botequim. Precisa de uma gestão e controle de estoque... Pratos são razoáveis. Recomendo o botequim pois o ambiente é bacana. O publico que frente é mais velho...
1178,50,Local excelente para happy hour. Possui música ao vivo. Conta com petiscos deliciosos. Cerveja sempre gelada. Decoração fantástica. Banheiro sempre limpinho. 
1179,30,"O lugar é aconchegante, meio retrô, porém a comida não é muito boa. Não gostei e não voltarei. Comida sem tempero."
1180,50,"Lugar muito bom, mesmo para uma segunda feira. Comida excelente e funcionários bem treinados. Vale muito a pena."
1181,30,"Estive no Botequim por duas vezes e em ambas fui mal atendida. A comida é muito boa, com destaque para a carne de onça, mas o atendimento dos garçons deixa muito a desejar. Serviço lento e com uma visível má vontade.Tive de pedir mais de duas vezes pelo mesmo prato."
1182,50,Excelente musica ao vivo para happy hour. Original e chopp sempre no ponto e os petiscos so provando para conferir a qualidade. 
1183,40,"Os petiscos muito gosotos, a cerveja super gelada, tem musica ao vivo para quem gosta, com certeza recomendaria."
1184,40,"Boteco lega, mas a média de idade e acima dos 40, mas o chopp e bem tirado, pedimos um filé de tilápia de entrada estava ótimo e a música ao vivo também era boa "
1185,40,"O bar bem localizado e de fácil acesso.Ambiente muito agradável com decoração bem no estilo boteco.Os valores são condizentes com os produtos. A cerveja, garrafa, saiu por 9R$ e ainda ganhei uma porção de amendoins, enquanto esperava o prato principal. Os valores dos pratos são acessíveis, e consegue saciar a fome tranquilamente.Vale a pena conhecer."
1186,40,Sempre gosto de ir ao botequim nas quartas tomar chopp gelado. Boa pedida é o provolone a milanesa! Ótimo aperitivo junto com o chopp e música ao vivo
1187,50,"Seja no final da tarde ou na noite tudo muito bom, msm cheio os pratos e bebidas não demoram. Qualidade garantida. Já levei até meu filho de 5 anos, entre 18/19h e fomos bem recebidos... Carne de onça, petiscos, batata, bolinho de bacalhau.. tudo muuito bom!"
1188,40,A noite é bastante frequentado. O bom é que não tem a molecadaPessoas adultas frequentam o localAos sáabdos a famosa feijoada com chorinho
1189,50,"Ambiente ótimo, ótima música, preço justo e ótimo atendimento.Lugar ideal para sair de turma ou a dois."
1190,50,"Sensacional, Cardapio muito bom, atendimento primeira linha.Chopp no ponto, com grandes opções de escolha."
